iter	Logloss
126	0.1500964055
127	0.1500929159
128	0.1500820133
129	0.1500798071
130	0.1500670805
131	0.1500323987
132	0.1500299985
133	0.1500239195
134	0.1500107624
135	0.1500095033
136	0.1499953252
137	0.1499820918
138	0.149965031
139	0.1499485257
140	0.149934106
141	0.1499206029
142	0.1498853674
143	0.1498791958
144	0.1498416846
145	0.1498234678
146	0.1498100771
147	0.1497892124
148	0.1497761127
149	0.1497660195
150	0.1497542117
151	0.1497515752
152	0.1497210224
153	0.149713796
154	0.1497065858
155	0.149701716
156	0.1496852346
157	0.1496850372
158	0.1496753729
159	0.1496646773
160	0.1496562404
161	0.14965468
162	0.1496471877
163	0.1496217833
164	0.1495988994
165	0.1495974698
166	0.1495848246
167	0.1495681196
168	0.1495484274
169	0.1495455433
170	0.1495450291
171	0.1495258126
172	0.149511638
173	0.1494916977
174	0.1494686697
175	0.1494486485
176	0.1494421329
177	0.1494321778
178	0.1494011279
179	0.1493863444
180	0.1493668737
181	0.1493645909
182	0.1493508068
183	0.1493474288
184	0.1493251391
185	0.1493213032
186	0.14930155
187	0.1492935191
188	0.1492855129
189	0.1492802479
190	0.1492576394
191	0.149240166
192	0.1492283209
193	0.1492167401
194	0.1491953981
195	0.1491797729
196	0.1491696076
197	0.1491635586
198	0.1491583035
199	0.1491470354
200	0.1491291242
201	0.1491140417
202	0.1491120367
203	0.1491089284
204	0.1491007569
205	0.1490962234
206	0.1490698215
207	0.1490650853
208	0.1490503325
209	0.1490221478
210	0.149013711
211	0.1490045971
212	0.1489944906
213	0.1489851059
214	0.1489760532
215	0.1489651945
216	0.1489611657
217	0.1489565602
218	0.1489459496
219	0.1489394682
220	0.1489275414
221	0.1488972426
222	0.1488909937
223	0.1488898188
224	0.1488748659
225	0.1488528733
226	0.1488382658
227	0.1488307959
228	0.1488234337
229	0.148805607
230	0.1488003527
231	0.1487934085
232	0.1487710493
233	0.1487614566
234	0.1487414754
235	0.1487219213
236	0.1487130042
237	0.148699019
238	0.1486975838
239	0.1486945869
240	0.1486691829
241	0.1486583588
242	0.14862365
243	0.1486049163
244	0.1485988084
245	0.1485819813
246	0.1485785028
247	0.1485712094
248	0.1485543923
249	0.1485431064
250	0.1485412302
251	0.1485368793
252	0.1485346141
253	0.1485019363
254	0.1484920525
255	0.1484665405
256	0.1484593532
257	0.1484582383
258	0.1484417363
259	0.1484246735
260	0.1484042754
261	0.1483880393
262	0.1483608381
263	0.1483559951
264	0.1483480283
265	0.1483411348
266	0.1483247874
267	0.1483087714
268	0.148297974
269	0.1482717789
270	0.148252286
271	0.148251683
272	0.1482262794
273	0.14819769
274	0.148169832
275	0.1481587947
276	0.1481439755
277	0.148141073
278	0.1481294008
279	0.1481006359
280	0.1480918407
281	0.1480863
282	0.1480794263
283	0.1480616368
284	0.148056634
285	0.1480389492
286	0.1480165973
287	0.1479975283
288	0.1479892078
289	0.1479671604
290	0.1479631258
291	0.1479510193
292	0.1479488862
293	0.1479318441
294	0.1479065529
295	0.1479008704
296	0.1478945102
297	0.1478738457
298	0.1478662532
299	0.147855529
300	0.1478310315
301	0.1478148666
302	0.1477930503
303	0.1477826524
304	0.147767073
305	0.147753593
306	0.1477296288
307	0.1477050591
308	0.1476885186
309	0.1476555909
310	0.1476538658
311	0.1476509221
312	0.147636311
313	0.1476221232
314	0.1476021967
315	0.1475728742
316	0.1475587251
317	0.1475564626
318	0.1475497076
319	0.1475488882
320	0.1475208531
321	0.1475199466
322	0.1475158324
323	0.1475140346
324	0.147505581
325	0.1475042143
326	0.1475012779
327	0.1474872778
328	0.1474692802
329	0.1474597923
330	0.1474519995
331	0.1474500309
332	0.1474446048
333	0.1474141618
334	0.1474003466
335	0.1473764529
336	0.1473614176
337	0.1473497057
338	0.1473314253
339	0.1473235184
340	0.1473209958
341	0.1473196016
342	0.1473015062
343	0.1472713799
344	0.1472557571
345	0.147239193
346	0.1472232388
347	0.1472223534
348	0.1472140918
349	0.1471905258
350	0.1471682541
351	0.1471668714
352	0.1471555203
353	0.1471335981
354	0.1471242359
355	0.14711955
356	0.1471122457
357	0.1471041095
358	0.1471029933
359	0.1470817594
360	0.1470683718
361	0.1470668884
362	0.1470652192
363	0.1470583747
364	0.1470481889
365	0.1470282324
366	0.1470035972
367	0.1469979023
368	0.146990516
369	0.146966113
370	0.1469522136
371	0.1469307617
372	0.146921068
373	0.1469028712
374	0.146900233
375	0.1468906262
376	0.1468641709
377	0.1468622556
378	0.1468473203
379	0.1468232199
380	0.1468205196
381	0.1468175135
382	0.1468007158
383	0.1467806239
384	0.1467549597
385	0.1467343396
386	0.1467270524
387	0.1467206092
388	0.1466976419
389	0.1466902359
390	0.1466838079
391	0.1466773255
392	0.146661784
393	0.1466436171
394	0.1466264408
395	0.1466244258
396	0.1466050284
397	0.1466011946
398	0.146590966
399	0.1465703399
400	0.146549208
401	0.1465326944
402	0.1465151023
403	0.1464938814
404	0.1464907591
405	0.1464810065
406	0.1464700393
407	0.1464541493
408	0.146443421
409	0.1464406892
410	0.1464323233
411	0.1464170121
412	0.1463980204
413	0.1463873217
414	0.1463816564
415	0.1463731985
416	0.146350509
417	0.1463343722
418	0.146327199
419	0.1463164802
420	0.1462988417
421	0.1462973089
422	0.1462856905
423	0.1462688411
424	0.1462679004
425	0.1462613534
426	0.1462535261
427	0.1462508596
428	0.1462397191
429	0.1462295306
430	0.1462179891
431	0.1462175492
432	0.1462164101
433	0.1462109868
434	0.1461888741
435	0.1461840238
436	0.1461639293
437	0.1461613547
438	0.1461502007
439	0.1461341425
440	0.1461217635
441	0.1461182315
442	0.1460964747
443	0.1460725318
444	0.1460462263
445	0.1460431598
446	0.1460381077
447	0.1460118136
448	0.1459869026
449	0.1459558802
450	0.1459372724
451	0.1459174858
452	0.1459041769
453	0.1458950403
454	0.1458812064
455	0.1458721421
456	0.1458517529
457	0.1458359016
458	0.1458258476
459	0.1458249418
460	0.1457958405
461	0.1457862762
462	0.1457566212
463	0.1457559136
464	0.1457340524
465	0.145713489
466	0.1457052138
467	0.1456907633
468	0.1456803672
469	0.1456726935
470	0.1456573661
471	0.1456526397
472	0.1456355898
473	0.1456352878
474	0.1456306244
475	0.1456280679
476	0.1456141044
477	0.1456039067
478	0.1456026162
479	0.1455777667
480	0.1455676649
481	0.1455510726
482	0.1455348183
483	0.1455037538
484	0.1454859465
485	0.1454632595
486	0.1454359983
487	0.1454300896
488	0.1454238108
489	0.1454091343
490	0.145401517
491	0.1454007265
492	0.1453992339
493	0.145366456
494	0.1453636044
495	0.1453543171
496	0.1453395447
497	0.1453270999
498	0.145308118
499	0.1452924432
500	0.1452783915
501	0.1452583245
502	0.1452576834
503	0.1452291595
504	0.1452077306
505	0.1451828452
506	0.145167853
507	0.1451675431
508	0.1451669202
509	0.14514718
510	0.145128545
511	0.1451066925
512	0.1450946409
513	0.1450675736
514	0.1450665837
515	0.1450568377
516	0.145036145
517	0.1450312164
518	0.1450005539
519	0.1449864337
520	0.1449624311
521	0.1449428855
522	0.1449204683
523	0.1449008281
524	0.1448832468
525	0.1448681191
526	0.1448678133
527	0.144860181
528	0.144841136
529	0.1448307467
530	0.1448238283
531	0.1448124944
532	0.1447982669
533	0.1447760819
534	0.1447701553
535	0.1447617431
536	0.1447497431
537	0.1447423509
538	0.1447176726
539	0.144705916
540	0.1446948543
541	0.1446795605
542	0.1446779742
543	0.1446643094
544	0.1446552535
545	0.1446520734
546	0.1446388893
547	0.1446380557
548	0.1446295015
549	0.1446132773
550	0.14461308
551	0.1446099225
552	0.1446079843
553	0.144603399
554	0.1445961106
555	0.144570956
556	0.1445644595
557	0.1445475268
558	0.1445284664
559	0.1445251609
560	0.1445104444
561	0.1444979967
562	0.1444947573
563	0.1444797744
564	0.1444712997
565	0.1444710643
566	0.1444627936
567	0.1444578761
568	0.1444569179
569	0.1444556751
570	0.1444233556
571	0.144401307
572	0.1443851054
573	0.1443724125
574	0.1443578427
575	0.14435497
576	0.1443246669
577	0.144304745
578	0.1442783583
579	0.1442603873
580	0.1442471835
581	0.1442422289
582	0.1442418972
583	0.1442242527
584	0.1442233287
585	0.144220384
586	0.1442088353
587	0.1442030367
588	0.1441961534
589	0.1441631986
590	0.1441414707
591	0.1441278157
592	0.1440972626
593	0.1440842767
594	0.1440613947
595	0.1440535006
596	0.1440244839
597	0.144016163
598	0.1439925898
599	0.1439637051
600	0.1439441205
601	0.1439305205
602	0.1439107466
603	0.1438932206
604	0.143866561
605	0.1438593748
606	0.1438415379
607	0.1438280856
608	0.1438218461
609	0.1438074919
610	0.1437850733
611	0.1437642639
612	0.1437616532
613	0.1437500637
614	0.1437442728
615	0.143738523
616	0.1437265604
617	0.1437166837
618	0.1437107119
619	0.1436913641
620	0.1436831862
621	0.1436595692
622	0.1436472763
623	0.1436463366
624	0.1436329379
625	0.1436251265
626	0.1436108772
627	0.1436080504
628	0.1435864595
629	0.1435726199
630	0.1435665693
631	0.1435524411
632	0.1435339466
633	0.1435174158
634	0.1434978975
635	0.1434963287
636	0.1434752435
637	0.1434627781
638	0.1434529336
639	0.143435188
640	0.1434313244
641	0.1434246555
642	0.143413303
643	0.1433984955
644	0.1433922403
645	0.1433855126
646	0.143348794
647	0.1433476983
648	0.143345835
649	0.1433439412
650	0.1433338641
651	0.1433312105
652	0.1433300824
653	0.1433257908
654	0.1433045512
655	0.1432787438
656	0.1432734814
657	0.1432552783
658	0.1432428882
659	0.1432247168
660	0.1432174121
661	0.1432002457
662	0.1431871157
663	0.1431799173
664	0.1431678108
665	0.143153942
666	0.1431368112
667	0.1431084375
668	0.1430779449
669	0.1430739556
670	0.143072836
671	0.1430672899
672	0.1430539637
673	0.1430332741
674	0.1430259046
675	0.1430175163
676	0.1430043894
677	0.1430019942
678	0.1429978685
679	0.1429930475
680	0.142960996
681	0.1429387984
682	0.1429289488
683	0.1429206604
684	0.1429119104
685	0.1428992452
686	0.1428884651
687	0.1428786622
688	0.1428717923
689	0.1428559174
690	0.1428532896
691	0.1428487592
692	0.1428376435
693	0.1428250088
694	0.1428237761
695	0.1428060045
696	0.1427976455
697	0.142785854
698	0.1427708569
699	0.1427672261
700	0.1427548233
701	0.1427297076
702	0.1427129474
703	0.1427076434
704	0.1426998774
705	0.1426867512
706	0.1426674317
707	0.1426595581
708	0.142657001
709	0.1426564528
710	0.142649582
711	0.142644124
712	0.1426335167
713	0.1426184378
714	0.1426138813
715	0.1426049096
716	0.1425709812
717	0.1425615368
718	0.1425418789
719	0.1425417697
720	0.1425334208
721	0.1425147799
722	0.1425089002
723	0.1424993386
724	0.1424734547
725	0.1424727293
726	0.1424640534
727	0.1424459963
728	0.1424232655
729	0.1424079645
730	0.1424032883
731	0.1424011421
732	0.1423897881
733	0.1423893447
734	0.1423892859
735	0.1423639354
736	0.1423533284
737	0.1423488367
738	0.1423486987
739	0.1423482477
740	0.1423480517
741	0.1423309597
742	0.1423242037
743	0.1423116813
744	0.1422792213
745	0.1422503084
746	0.1422212569
747	0.1422061736
748	0.142197669
749	0.1421789936
750	0.1421781691
751	0.1421578974
752	0.1421288366
753	0.1421100571
754	0.1420949406
755	0.1420865446
756	0.1420653977
757	0.1420640004
758	0.1420494305
759	0.1420366407
760	0.1420118065
761	0.1420099189
762	0.1420000537
763	0.1419929828
764	0.1419630494
765	0.1419523746
766	0.1419396175
767	0.1419132017
768	0.1419010561
769	0.1418920409
770	0.1418677122
771	0.141857214
772	0.1418555736
773	0.1418427772
774	0.1418365417
775	0.1418279651
776	0.1418159639
777	0.1418083666
778	0.1417967471
779	0.1417809088
780	0.1417637872
781	0.1417410073
782	0.1417221294
783	0.1417141974
784	0.1417072744
785	0.1416901949
786	0.141680296
787	0.1416706612
788	0.1416585271
789	0.1416482835
790	0.1416288693
791	0.1416169141
792	0.1416050643
793	0.1415803991
794	0.1415674292
795	0.1415672605
796	0.1415626846
797	0.1415538446
798	0.1415485414
799	0.1415448968
800	0.1415403194
801	0.1415285256
802	0.1414983747
803	0.1414812713
804	0.1414751194
805	0.1414657679
806	0.1414637312
807	0.1414577405
808	0.141431269
809	0.1414131994
810	0.1413908104
811	0.1413832126
812	0.1413760466
813	0.1413668834
814	0.1413544635
815	0.141354345
816	0.1413407702
817	0.1413272052
818	0.1413112898
819	0.1413019593
820	0.1412955209
821	0.1412897901
822	0.1412728271
823	0.1412532916
824	0.1412477271
825	0.1412413224
826	0.1412386092
827	0.1412326472
828	0.1412081848
829	0.1411849927
830	0.1411762873
831	0.1411653159
832	0.1411589488
833	0.1411491605
834	0.1411480753
835	0.1411433149
836	0.1411367222
837	0.1411321653
838	0.1411277115
839	0.1411001007
840	0.1410941967
841	0.1410888567
842	0.1410725537
843	0.1410661286
844	0.1410633536
845	0.1410473064
846	0.1410442344
847	0.1410282663
848	0.1410139653
849	0.1409905763
850	0.1409737001
851	0.1409633624
852	0.1409502024
853	0.1409447762
854	0.1409237628
855	0.1409095729
856	0.1409088768
857	0.1409082596
858	0.1409079176
859	0.1409022666
860	0.1409010151
861	0.1408974767
862	0.140892668
863	0.1408869812
864	0.1408739412
865	0.1408651518
866	0.1408630187
867	0.140858858
868	0.1408233817
869	0.1408217233
870	0.1408108711
871	0.1407888702
872	0.1407706105
873	0.1407499421
874	0.1407391026
875	0.1407366683
876	0.1407366224
877	0.1407314796
878	0.1407246631
879	0.1407004325
880	0.1406941941
881	0.1406928564
882	0.1406755342
883	0.140664842
884	0.140650815
885	0.1406479218
886	0.1406349321
887	0.1406317999
888	0.1406215194
889	0.1406160931
890	0.1405986984
891	0.1405980623
892	0.140584697
893	0.1405828735
894	0.1405761929
895	0.1405704793
896	0.1405534725
897	0.140542932
898	0.1405230115
899	0.1405005937
900	0.140484039
901	0.140457991
902	0.1404463854
903	0.1404261421
904	0.1404087212
905	0.1404053623
906	0.1404043382
907	0.1403851159
908	0.1403593861
909	0.1403499272
910	0.1403415813
911	0.1403369832
912	0.1403265867
913	0.1403197044
914	0.1403080632
915	0.1402950021
916	0.1402874223
917	0.1402747509
918	0.1402614327
919	0.1402476335
920	0.1402392394
921	0.1402188146
922	0.1401956773
923	0.1401892602
924	0.1401871672
925	0.1401713006
926	0.140144878
927	0.1401439162
928	0.1401419952
929	0.1401244121
930	0.1401127568
931	0.1400968652
932	0.1400954588
933	0.1400740578
934	0.1400524201
935	0.1400254794
936	0.1400161047
937	0.1400139555
938	0.1400064619
939	0.1399921979
940	0.1399802563
941	0.1399723724
942	0.1399512698
943	0.1399347495
944	0.1399110696
945	0.1399034608
946	0.1398772632
947	0.1398640035
948	0.1398569522
949	0.1398455267
950	0.1398348705
951	0.1398281341
952	0.1398012401
953	0.1397991248
954	0.1397988087
955	0.1397827753
956	0.1397671322
957	0.1397513341
958	0.1397253107
959	0.1397031231
960	0.139693477
961	0.1396779935
962	0.1396522358
963	0.1396325316
964	0.1396137734
965	0.1396011141
966	0.1395856267
967	0.1395694827
968	0.1395560789
969	0.1395472386
970	0.1395363875
971	0.1395261293
972	0.1395134454
973	0.1395128251
974	0.1394863524
975	0.1394738942
976	0.1394690325
977	0.1394605334
978	0.1394523959
979	0.1394433521
980	0.1394222662
981	0.1393997998
982	0.1393913514
983	0.1393630969
984	0.1393437917
985	0.139341927
986	0.139332183
987	0.1393059831
988	0.1392891373
989	0.1392643099
990	0.1392472184
991	0.139241023
992	0.139222967
993	0.1392127326
994	0.1392063601
995	0.1391886199
996	0.1391819904
997	0.1391608837
998	0.1391567874
999	0.1391495396
